order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,gross_sales,net_sales,order_status,completed_order,traffic_source
900192,2025-02-16,10361,2007,1,241.14,0.0,241.14,241.14,Completed,1,Email
900193,2025-09-23,10349,2029,1,45.84,0.0,45.84,45.84,Completed,1,Organic
900194,2026-03-17,10217,2045,2,170.66,0.05,341.32,324.25,Completed,1,Organic
900195,2026-02-17,10053,2007,3,241.14,0.0,723.42,723.42,Completed,1,Paid
900196,2026-02-21,10386,2056,2,168.58,0.05,337.16,320.3,Completed,1,Organic
900197,2025-10-16,10005,2040,2,27.36,0.0,54.72,54.72,Completed,1,Email
900198,2025-03-19,10471,2027,5,71.46,0.1,357.3,321.57,Completed,1,Organic
900199,2025-02-21,10072,2049,1,42.89,0.05,42.89,40.75,Completed,1,Referral
900200,2025-06-11,10406,2009,2,291.4,0.0,582.8,582.8,Completed,1,Email
900201,2025-11-04,10370,2039,3,351.08,0.1,1053.24,947.92,Completed,1,Direct
900202,2025-12-04,10449,2020,2,206.28,0.05,412.56,391.93,Completed,1,Direct
900203,2025-06-01,10331,2004,2,365.41,0.05,730.82,694.28,Completed,1,Paid
900204,2025-11-01,10037,2034,1,331.96,0.2,331.96,265.57,Cancelled,0,Organic
900205,2026-03-17,10430,2037,4,352.38,0.0,1409.52,1409.52,Completed,1,Direct
900206,2026-01-30,10038,2002,5,204.34,0.0,1021.7,1021.7,Completed,1,Organic
900207,2025-01-31,10486,2051,4,300.13,0.05,1200.52,1140.49,Completed,1,Paid
900208,2025-08-01,10217,2045,4,170.66,0.0,682.64,682.64,Completed,1,Email
900209,2025-05-23,10043,2020,1,206.28,0.05,206.28,195.97,Completed,1,Direct
900210,2025-10-02,10168,2026,5,15.26,0.05,76.3,72.48,Completed,1,Email
900211,2025-02-03,10159,2045,4,170.66,0.1,682.64,614.38,Completed,1,Organic
900212,2025-02-14,10474,2028,1,114.33,0.05,114.33,108.61,Completed,1,Paid
900213,2026-01-15,10337,2048,2,237.52,0.0,475.04,475.04,Completed,1,Direct
900214,2025-03-25,10255,2023,5,135.34,0.05,676.7,642.87,Completed,1,Organic
900215,2025-07-10,10065,2048,3,237.52,0.1,712.56,641.3,Completed,1,Direct
900216,2025-06-21,10414,2028,3,114.33,0.05,342.99,325.84,Completed,1,Referral
900217,2025-11-18,10040,2032,4,288.97,0.05,1155.88,1098.09,Completed,1,Direct
900218,2025-03-27,10189,2011,3,134.0,0.1,402.0,361.8,Cancelled,0,Email
900219,2025-03-01,10117,2048,5,237.52,0.0,1187.6,1187.6,Completed,1,Organic
900220,2025-01-24,10242,2024,4,193.56,0.15,774.24,658.1,Completed,1,Referral
900221,2025-01-19,10284,2052,4,196.34,0.0,785.36,785.36,Completed,1,Referral
900222,2025-06-13,10139,2053,1,26.72,0.05,26.72,25.38,Completed,1,Email
900223,2025-01-27,10092,2015,5,229.89,0.2,1149.45,919.56,Returned,0,Organic
900224,2025-08-27,10444,2019,3,315.66,0.0,946.98,946.98,Completed,1,Organic
900225,2025-04-13,10150,2037,3,352.38,0.1,1057.14,951.43,Completed,1,Paid
900226,2025-09-10,10396,2050,2,249.1,0.1,498.2,448.38,Completed,1,Direct
900227,2025-03-19,10004,2060,4,258.72,0.0,1034.88,1034.88,Completed,1,Email
900228,2025-12-22,10450,2001,3,189.6,0.0,568.8,568.8,Completed,1,Direct
900229,2026-01-08,10158,2007,2,241.14,0.05,482.28,458.17,Completed,1,Paid
900230,2025-01-31,10498,2010,3,53.34,0.0,160.02,160.02,Cancelled,0,Direct
900231,2025-09-24,10212,2045,3,170.66,0.05,511.98,486.38,Completed,1,Email
900232,2025-09-16,10069,2041,4,420.55,0.0,1682.2,1682.2,Completed,1,Paid
900233,2025-03-08,10122,2019,3,315.66,0.15,946.98,804.93,Cancelled,0,Paid
900234,2026-03-02,10377,2021,3,121.12,0.05,363.36,345.19,Completed,1,Referral
900235,2025-03-11,10400,2050,5,249.1,0.0,1245.5,1245.5,Completed,1,Paid
900236,2025-06-10,10209,2008,5,362.16,0.0,1810.8,1810.8,Completed,1,Paid
900237,2025-08-26,10136,2055,1,426.97,0.0,426.97,426.97,Completed,1,Paid
900238,2025-12-27,10357,2039,1,351.08,0.0,351.08,351.08,Completed,1,Organic
900239,2025-12-31,10128,2023,4,135.34,0.05,541.36,514.29,Completed,1,Organic
900240,2025-03-31,10016,2026,4,15.26,0.05,61.04,57.99,Completed,1,Organic
900241,2025-02-22,10412,2051,2,300.13,0.0,600.26,600.26,Completed,1,Direct
900242,2025-04-24,10067,2013,4,426.31,0.0,1705.24,1705.24,Completed,1,Email
900243,2025-10-26,10301,2017,1,378.92,0.0,378.92,378.92,Completed,1,Referral
900244,2025-08-16,10415,2009,1,291.4,0.15,291.4,247.69,Completed,1,Paid
900245,2025-01-22,10483,2030,1,240.52,0.0,240.52,240.52,Completed,1,Direct
900246,2025-07-22,10255,2002,4,204.34,0.1,817.36,735.62,Completed,1,Organic
900247,2025-04-06,10141,2018,4,68.82,0.15,275.28,233.99,Completed,1,Email
900248,2025-05-06,10332,2019,4,315.66,0.0,1262.64,1262.64,Completed,1,Organic
900249,2025-05-24,10197,2009,4,291.4,0.0,1165.6,1165.6,Cancelled,0,Email
900250,2025-11-19,10411,2035,1,332.95,0.2,332.95,266.36,Completed,1,Paid
900251,2025-10-06,10401,2032,3,288.97,0.15,866.91,736.87,Completed,1,Paid
900252,2025-04-03,10014,2021,5,121.12,0.0,605.6,605.6,Cancelled,0,Direct
900253,2025-01-30,10415,2031,5,252.94,0.0,1264.7,1264.7,Completed,1,Organic
900254,2025-03-23,10052,2016,2,173.71,0.0,347.42,347.42,Completed,1,Referral
900255,2025-01-29,10392,2015,5,229.89,0.1,1149.45,1034.51,Completed,1,Paid
900256,2026-03-06,10433,2012,2,408.15,0.0,816.3,816.3,Completed,1,Direct
900257,2025-07-03,10468,2038,1,287.23,0.1,287.23,258.51,Completed,1,Email
900258,2025-03-14,10289,2013,4,426.31,0.05,1705.24,1619.98,Completed,1,Organic
900259,2025-01-29,10120,2039,2,351.08,0.0,702.16,702.16,Completed,1,Paid
900260,2025-11-11,10104,2052,2,196.34,0.0,392.68,392.68,Completed,1,Direct
900261,2026-03-21,10166,2004,1,365.41,0.0,365.41,365.41,Completed,1,Organic
900262,2025-02-26,10434,2034,3,331.96,0.2,995.88,796.7,Completed,1,Referral
900263,2025-07-22,10301,2007,3,241.14,0.0,723.42,723.42,Completed,1,Organic
900264,2025-08-12,10406,2041,4,420.55,0.05,1682.2,1598.09,Completed,1,Referral
900265,2025-12-22,10456,2060,5,258.72,0.1,1293.6,1164.24,Completed,1,Email
900266,2025-03-31,10194,2020,3,206.28,0.0,618.84,618.84,Completed,1,Referral
900267,2025-10-21,10201,2055,5,426.97,0.0,2134.85,2134.85,Completed,1,Referral
900268,2025-11-10,10114,2041,5,420.55,0.0,2102.75,2102.75,Completed,1,Paid
900269,2025-02-09,10122,2023,3,135.34,0.0,406.02,406.02,Cancelled,0,Organic
900270,2025-12-29,10344,2041,3,420.55,0.0,1261.65,1261.65,Completed,1,Organic
900271,2025-02-04,10180,2017,1,378.92,0.1,378.92,341.03,Completed,1,Paid
900272,2025-08-03,10497,2011,4,134.0,0.05,536.0,509.2,Completed,1,Email
900273,2025-02-21,10425,2031,5,252.94,0.05,1264.7,1201.46,Completed,1,Organic
900274,2025-02-07,10410,2055,1,426.97,0.0,426.97,426.97,Completed,1,Referral
900275,2025-02-07,10176,2011,4,134.0,0.0,536.0,536.0,Completed,1,Referral
900276,2025-02-17,10174,2039,5,351.08,0.15,1755.4,1492.09,Completed,1,Paid
900277,2025-12-01,10085,2039,4,351.08,0.0,1404.32,1404.32,Completed,1,Organic
900278,2025-04-08,10210,2045,5,170.66,0.1,853.3,767.97,Completed,1,Organic
900279,2025-05-25,10153,2016,1,173.71,0.0,173.71,173.71,Completed,1,Direct
900280,2025-03-20,10028,2024,1,193.56,0.0,193.56,193.56,Completed,1,Email
900281,2025-11-04,10246,2013,1,426.31,0.0,426.31,426.31,Completed,1,Paid
900282,2025-02-11,10243,2055,1,426.97,0.0,426.97,426.97,Completed,1,Paid
900283,2025-12-05,10136,2006,5,212.06,0.0,1060.3,1060.3,Completed,1,Paid
900284,2025-04-06,10229,2003,3,206.43,0.0,619.29,619.29,Completed,1,Direct
900285,2025-10-16,10032,2010,1,53.34,0.0,53.34,53.34,Completed,1,Email
900286,2026-01-23,10302,2015,5,229.89,0.0,1149.45,1149.45,Completed,1,Email
900287,2025-10-02,10352,2056,4,168.58,0.05,674.32,640.6,Completed,1,Paid
900288,2025-07-22,10463,2055,1,426.97,0.05,426.97,405.62,Cancelled,0,Direct
900289,2025-12-13,10318,2010,1,53.34,0.15,53.34,45.34,Completed,1,Referral
900290,2025-03-27,10498,2014,2,162.52,0.0,325.04,325.04,Completed,1,Referral
900291,2025-08-11,10104,2053,2,26.72,0.1,53.44,48.1,Completed,1,Referral
900292,2026-02-18,10035,2006,4,212.06,0.05,848.24,805.83,Completed,1,Direct
900293,2025-09-24,10235,2059,1,352.1,0.1,352.1,316.89,Completed,1,Email
900294,2025-08-03,10058,2027,2,71.46,0.0,142.92,142.92,Completed,1,Direct
900295,2025-02-21,10474,2007,5,241.14,0.1,1205.7,1085.13,Completed,1,Direct
900296,2025-06-26,10450,2027,3,71.46,0.0,214.38,214.38,Completed,1,Email
900297,2025-01-20,10089,2018,4,68.82,0.0,275.28,275.28,Completed,1,Email
900298,2025-01-20,10203,2057,3,429.13,0.1,1287.39,1158.65,Completed,1,Paid
900299,2025-05-18,10460,2024,1,193.56,0.0,193.56,193.56,Completed,1,Paid
900300,2026-03-08,10252,2055,1,426.97,0.2,426.97,341.58,Completed,1,Paid
900301,2026-01-16,10227,2050,3,249.1,0.0,747.3,747.3,Completed,1,Email
900302,2025-04-07,10227,2014,4,162.52,0.1,650.08,585.07,Completed,1,Direct
900303,2026-02-25,10029,2033,2,15.18,0.0,30.36,30.36,Completed,1,Paid
900304,2026-02-04,10436,2034,5,331.96,0.0,1659.8,1659.8,Completed,1,Direct
900305,2026-03-05,10030,2016,1,173.71,0.05,173.71,165.02,Cancelled,0,Direct
900306,2025-05-21,10189,2053,4,26.72,0.05,106.88,101.54,Completed,1,Organic
900307,2025-01-16,10124,2024,4,193.56,0.05,774.24,735.53,Completed,1,Direct
900308,2025-10-28,10283,2023,3,135.34,0.0,406.02,406.02,Cancelled,0,Direct
900309,2025-12-19,10047,2019,1,315.66,0.0,315.66,315.66,Completed,1,Email
900310,2025-04-20,10439,2015,2,229.89,0.1,459.78,413.8,Completed,1,Paid
900311,2025-01-11,10443,2050,1,249.1,0.05,249.1,236.64,Completed,1,Organic
900312,2026-02-15,10005,2015,3,229.89,0.05,689.67,655.19,Cancelled,0,Direct
